eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:1,IYS:GoA2019:Stn1:trawl:occ:1:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,10,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:1,IYS:GoA2019:Stn1:trawl:occ:1:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:1,IYS:GoA2019:Stn1:trawl:occ:1:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:2,IYS:GoA2019:Stn1:trawl:occ:2:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:2,IYS:GoA2019:Stn1:trawl:occ:2:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,25,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:2,IYS:GoA2019:Stn1:trawl:occ:2:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,25,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:3,IYS:GoA2019:Stn1:trawl:occ:3:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,280,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:3,IYS:GoA2019:Stn1:trawl:occ:3:biomass,Total species biomass in net,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.168,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:3,IYS:GoA2019:Stn1:trawl:occ:3:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,2.4,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn1:trawl,IYS:GoA2019:Stn1:trawl:occ:3,IYS:GoA2019:Stn1:trawl:occ:3:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,2.6,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:4,IYS:GoA2019:Stn2:trawl:occ:4:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,7,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:4,IYS:GoA2019:Stn2:trawl:occ:4:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,2.6,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:4,IYS:GoA2019:Stn2:trawl:occ:4:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:5,IYS:GoA2019:Stn2:trawl:occ:5:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:5,IYS:GoA2019:Stn2:trawl:occ:5:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,6.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:5,IYS:GoA2019:Stn2:trawl:occ:5:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,6.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:6,IYS:GoA2019:Stn2:trawl:occ:6:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,62,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:6,IYS:GoA2019:Stn2:trawl:occ:6:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:6,IYS:GoA2019:Stn2:trawl:occ:6:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:7,IYS:GoA2019:Stn2:trawl:occ:7:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:7,IYS:GoA2019:Stn2:trawl:occ:7:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,4.1,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:7,IYS:GoA2019:Stn2:trawl:occ:7:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,4.1,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:8,IYS:GoA2019:Stn2:trawl:occ:8:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,9,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:8,IYS:GoA2019:Stn2:trawl:occ:8:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,6.4,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:8,IYS:GoA2019:Stn2:trawl:occ:8:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,12.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:9,IYS:GoA2019:Stn2:trawl:occ:9:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:9,IYS:GoA2019:Stn2:trawl:occ:9:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,24,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:9,IYS:GoA2019:Stn2:trawl:occ:9:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,31,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:10,IYS:GoA2019:Stn2:trawl:occ:10:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,179,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:10,IYS:GoA2019:Stn2:trawl:occ:10:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,4.8,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:10,IYS:GoA2019:Stn2:trawl:occ:10:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,8.4,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:11,IYS:GoA2019:Stn2:trawl:occ:11:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,58,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:11,IYS:GoA2019:Stn2:trawl:occ:11:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn2:trawl,IYS:GoA2019:Stn2:trawl:occ:11,IYS:GoA2019:Stn2:trawl:occ:11:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:12,IYS:GoA2019:Stn3:trawl:occ:12:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:12,IYS:GoA2019:Stn3:trawl:occ:12:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,3.7,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:12,IYS:GoA2019:Stn3:trawl:occ:12:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,3.9,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:13,IYS:GoA2019:Stn3:trawl:occ:13:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:13,IYS:GoA2019:Stn3:trawl:occ:13:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,20,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:13,IYS:GoA2019:Stn3:trawl:occ:13:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,20,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:14,IYS:GoA2019:Stn3:trawl:occ:14:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,43,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:14,IYS:GoA2019:Stn3:trawl:occ:14:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,4.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:14,IYS:GoA2019:Stn3:trawl:occ:14:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,7.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:14,IYS:GoA2019:Stn3:trawl:occ:14:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,juvenile,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:15,IYS:GoA2019:Stn3:trawl:occ:15:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,9,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:15,IYS:GoA2019:Stn3:trawl:occ:15:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,3,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:15,IYS:GoA2019:Stn3:trawl:occ:15:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,4,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:15,IYS:GoA2019:Stn3:trawl:occ:15:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,adult,http://vocab.nerc.ac.uk/collection/S11/current/S1116/,NA,NA
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:16,IYS:GoA2019:Stn3:trawl:occ:16:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:16,IYS:GoA2019:Stn3:trawl:occ:16:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:16,IYS:GoA2019:Stn3:trawl:occ:16:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:17,IYS:GoA2019:Stn3:trawl:occ:17:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,17,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:17,IYS:GoA2019:Stn3:trawl:occ:17:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:17,IYS:GoA2019:Stn3:trawl:occ:17:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:18,IYS:GoA2019:Stn3:trawl:occ:18:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:18,IYS:GoA2019:Stn3:trawl:occ:18:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,18.3,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:18,IYS:GoA2019:Stn3:trawl:occ:18:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,18.3,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:19,IYS:GoA2019:Stn3:trawl:occ:19:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:19,IYS:GoA2019:Stn3:trawl:occ:19:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,36,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:19,IYS:GoA2019:Stn3:trawl:occ:19:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,36,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:19,IYS:GoA2019:Stn3:trawl:occ:19:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,juvenile,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:20,IYS:GoA2019:Stn3:trawl:occ:20:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:20,IYS:GoA2019:Stn3:trawl:occ:20:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,39.1,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:20,IYS:GoA2019:Stn3:trawl:occ:20:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,39.1,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:20,IYS:GoA2019:Stn3:trawl:occ:20:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,juvenile,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:21,IYS:GoA2019:Stn3:trawl:occ:21:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,21,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:21,IYS:GoA2019:Stn3:trawl:occ:21:biomass,Total species biomass in net,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.96,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:21,IYS:GoA2019:Stn3:trawl:occ:21:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,6.6,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:21,IYS:GoA2019:Stn3:trawl:occ:21:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,16.8,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:22,IYS:GoA2019:Stn3:trawl:occ:22:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:22,IYS:GoA2019:Stn3:trawl:occ:22:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,18,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:22,IYS:GoA2019:Stn3:trawl:occ:22:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,26,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:23,IYS:GoA2019:Stn3:trawl:occ:23:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:23,IYS:GoA2019:Stn3:trawl:occ:23:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,140,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:23,IYS:GoA2019:Stn3:trawl:occ:23:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,140,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:24,IYS:GoA2019:Stn3:trawl:occ:24:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,48,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:24,IYS:GoA2019:Stn3:trawl:occ:24:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,3.9,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn3:trawl,IYS:GoA2019:Stn3:trawl:occ:24,IYS:GoA2019:Stn3:trawl:occ:24:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,8.1,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:25,IYS:GoA2019:Stn4:trawl:occ:25:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:25,IYS:GoA2019:Stn4:trawl:occ:25:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:25,IYS:GoA2019:Stn4:trawl:occ:25:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:26,IYS:GoA2019:Stn4:trawl:occ:26:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,8,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:26,IYS:GoA2019:Stn4:trawl:occ:26:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,28.3,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:26,IYS:GoA2019:Stn4:trawl:occ:26:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,37.4,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn4:trawl,IYS:GoA2019:Stn4:trawl:occ:26,IYS:GoA2019:Stn4:trawl:occ:26:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,juvenile,http://vocab.nerc.ac.uk/collection/S11/current/S1127/,NA,NA
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:27,IYS:GoA2019:Stn5:trawl:occ:27:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,109,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:27,IYS:GoA2019:Stn5:trawl:occ:27:biomass,Total species biomass in net,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.26,NA,kilogram,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:27,IYS:GoA2019:Stn5:trawl:occ:27:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:27,IYS:GoA2019:Stn5:trawl:occ:27:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,11.5,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:27,IYS:GoA2019:Stn5:trawl:occ:27:lifestage,lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,,NA,NA,NA
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:28,IYS:GoA2019:Stn5:trawl:occ:28:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,13,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:28,IYS:GoA2019:Stn5:trawl:occ:28:length_min,length_min,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
IYS:GoA2019:Stn5:trawl,IYS:GoA2019:Stn5:trawl:occ:28,IYS:GoA2019:Stn5:trawl:occ:28:length_max,length_max,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,0,NA,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/
